linkk
https://www.theguardian.com/world/2022/mar/11/india-fires-missile-into-pakistan-after-technical-malfunction
https://www.theguardian.com/world/2022/mar/11/india-fires-missile-into-pakistan-after-technical-malfunction
https://www.gktoday.in/topic/green-hydrogen-fuel-cell-electric-vehicle-fcev/
https://www.gktoday.in/topic/ukraine-in-european-electricity-grid/
https://www.gktoday.in/topic/us-fed-rate-hike-impact-on-india/
https://www.gktoday.in/topic/what-is-daylight-saving-time/
https://www.gktoday.in/topic/retail-inflation-in-february-20/
https://www.gktoday.in/topic/eu-carbon-border-tariff/
https://www.gktoday.in/topic/what-was-2014-mh17-crash/
https://www.gktoday.in/topic/rejuvenation-project-of-13-rivers/
https://www.gktoday.in/topic/international-day-to-combat-islamophobia/
https://www.gktoday.in/topic/sipri-2021-trends-in-international-arms-transfers-report/
https://www.gktoday.in/topic/karnataka-digital-water-data-bank/
https://www.gktoday.in/topic/credit-guarantee-scheme-for-subordinate-debt-cgssd/
https://www.gktoday.in/topic/telangana-crop-diversification-index/
https://www.gktoday.in/topic/rbi-framework-for-micro-finance-lenders/
https://www.gktoday.in/topic/meri-policy-mere-haath-campaign/
https://www.gktoday.in/topic/meri-policy-mere-haath-campaign/
https://www.gktoday.in/topic/geneva-conventions-guidelines/
https://www.gktoday.in/topic/mumbai-climate-action-plan/
https://www.gktoday.in/topic/khel-mahakumbh/
https://www.gktoday.in/topic/gujarat-sports-policy-2022-27/
https://www.gktoday.in/topic/halari-donkey-breed/
https://www.gktoday.in/topic/assam-unique-land-parcel-identification-number/
https://www.gktoday.in/topic/impact-of-war-on-semiconductor-supply/
https://www.gktoday.in/topic/mukhyamantri-chaa-srami-kalyan-prakalpa/
https://www.gktoday.in/topic/democracy-report-20/
https://www.gktoday.in/topic/delhi-online-portal-my-ev/
https://www.gktoday.in/topic/sikkim-bahini-scheme/
https://www.gktoday.in/topic/epfo-interest-rate-update/
https://www.gktoday.in/topic/nutraceutical-products-in-janaushadhi-kendras/
https://www.gktoday.in/topic/ministry-of-rural-development-gender-samwaad/
https://www.gktoday.in/topic/indias-m-cap-in-top-5/
https://www.gktoday.in/topic/permanent-normal-trade-relations-pntr-status/
https://www.gktoday.in/topic/autism-early-screening-tool/
https://www.gktoday.in/topic/national-financial-reporting-authority-update-march-2022/
https://www.gktoday.in/topic/power-foundation/
https://www.gktoday.in/topic/grants-to-rural-local-bodies/
https://www.gktoday.in/topic/debasish-panda-new-irdai-chief/
https://www.gktoday.in/topic/nabard-grameena-habba/
https://www.gktoday.in/topic/adavi-tribal-brand/
https://www.gktoday.in/topic/vincov-19-covid-drug/
https://www.gktoday.in/topic/yuvika-yuva-vigyani-karyakram/
https://www.gktoday.in/topic/indian-petroleum-natural-gas-statistics-2020-21/
https://www.gktoday.in/topic/katalin-novak-hungarys-first-female-president/
https://www.gktoday.in/topic/india-canada-cepa-negotiations/
https://www.gktoday.in/topic/strengthening-of-pharmaceutical-industry-spi-scheme/
https://www.gktoday.in/topic/captive-employer-initiative/
https://www.gktoday.in/topic/benin-bronze-collection/
https://www.gktoday.in/topic/madhya-pradesh-child-budget/
https://www.gktoday.in/topic/russian-debt-default/
https://www.gktoday.in/topic/google-air-raid-alerts-system/
https://www.gktoday.in/topic/major-non-nato-ally/
https://www.gktoday.in/topic/kyiv-moscow-dialogue-on-nuclear-safety/
https://www.gktoday.in/topic/russias-export-bans/
https://www.gktoday.in/topic/kerala-it-corridors/
https://www.gktoday.in/topic/committee-on-chardham-project/
https://www.gktoday.in/topic/pli-scheme-for-drone-industry/
https://www.gktoday.in/topic/international-day-of-women-judges/
https://www.gktoday.in/topic/xenotransplantation/
https://www.gktoday.in/topic/indian-railways-first-gati-shakti-cargo-terminal/
https://www.gktoday.in/topic/msme-innovative-scheme/
https://www.gktoday.in/topic/yoon-suk-yeol-new-president-of-south-korea/
https://www.gktoday.in/topic/role-of-labour-in-indias-development-book/
https://www.gktoday.in/topic/world-banks-usd-125-million-loan-to-west-bengal/
https://www.gktoday.in/topic/dubai-virtual-assets-regulation-law/
https://www.gktoday.in/topic/esa-vigil/
https://www.gktoday.in/topic/india-water-pitch-pilot-scale-start-up-conclave/
https://www.gktoday.in/topic/pusa-krishi-vigyan-mela-20/
https://www.gktoday.in/topic/ilo-report-on-care-at-work/
https://www.gktoday.in/topic/study-amazon-rainforest-close-to-tipping-point/
https://www.gktoday.in/topic/us-executive-order-on-cryptocurrency/
https://www.gktoday.in/topic/sahityotsav-literature-festival/
https://www.gktoday.in/topic/national-digital-tourism-mission/
https://www.gktoday.in/topic/hydrogen-production-by-urea-electrolysis/
https://www.gktoday.in/topic/recent-cabinet-approval/
https://www.gktoday.in/topic/unified-district-information-system-for-education-plus-udise-report/
https://www.gktoday.in/topic/national-youth-parliament-festival/
https://www.gktoday.in/topic/haryana-sushma-swaraj-award/
https://www.gktoday.in/topic/donate-a-pension-initiative/
https://www.gktoday.in/topic/who-global-centre-for-traditional-medicine/
